id_1,id_2
52,11991
52,21607
52,3210
53,28957
53,21375
22212,6138
55,5568
57,3255
58,14312
58,18727
58,5218
58,34638
58,23908
60,37077
61,6631
61,18406
61,30199
61,8357
61,11051
61,35008
61,1095
61,23664
61,31890
61,32876
62,30717
63,36607
64,13486
65,31890
66,31890
67,11497
67,29440
67,36652
67,6301
67,14023
67,26679
67,3329
67,29023
67,10001
67,27037
67,10528
67,29997
67,19222
67,27470
67,31695
67,27803
67,32753
68,30030
68,30297
70,34161
71,11244
72,18731
72,32161
72,11055
6078,2819
6078,14766
6078,24350
74,31838
74,15745
74,29645
74,36652
75,10247
75,21029
75,31923
75,26118
75,4757
6079,33029
6079,5629
6079,4847
6079,32409
6079,22715
6079,32876
77,3115
79,33601
83,26110
83,33671
83,25858
83,5629
83,8828
83,5858
84,19253
84,12699
85,1295
85,33128
85,35708
18373,28603
18373,33029
87,28367
87,22434
87,15820
87,36628
87,16583
87,22881
87,27803
87,24459
87,13729
87,25704
87,6558
87,25477
89,27323
89,27803
89,29563
90,21351
90,13411
90,13893
92,16241
92,3177
92,12092
92,5615
92,16854
92,36126
92,5197
92,6981
92,7827
92,25210
92,19841
92,20173
92,13574
92,12115
92,25579
92,34032
92,4598
92,29439
92,15313
92,12484
92,28303
92,9818
92,10601
92,21993
92,22881
92,37438
92,18699
92,34217
92,26532
92,24568
92,141
93,31102
30931,11591
30931,4333
30931,36310
30931,8508
30931,6149
30931,13506
95,29645
97,1483
97,27803
97,13638
97,37087
97,28885
97,18835
97,36628
98,30594
98,1686
98,27373
98,21090
98,31814
98,23845
98,28544
98,17446
98,2078
98,393
98,27803
99,36916
99,5629
99,32812
99,10060
99,29115
99,23261
99,31324
99,8507
99,16033
99,32639
99,23100
99,338
6082,2270
101,32525
101,35212
101,6479
101,22642
101,33708
101,13169
101,11206
101,10711
101,31174
101,27777
101,34423
101,8912
101,910
101,13332
101,6295
101,19534
101,13761
101,27860
101,32421
101,33910
101,14878
101,32897
101,19684
101,3542
101,32182
103,23434
103,27401
103,22125
105,28427
105,20132
105,17580
105,12657
105,21732
105,17578
106,15191
108,16385
108,9238
108,35061
108,25507
108,11710
108,30003
108,32572
108,12534
108,17126
108,23817
109,11085
109,16954
109,24905
109,25777
110,5188
110,27903
110,12505
110,22341
111,27106
111,23471
113,2521
113,2348
113,25783
113,35773
113,11793
35816,35773
35816,6628
35816,31328
114,23932
114,31890
114,10001
115,5629
115,14352
115,20100
116,17395
116,24733
116,18163
116,7195
117,26843
118,36101
118,12102
118,31890
118,19765
119,21300
119,4275
119,10403
119,24133
119,31509
119,22618
119,25398
119,19222
119,7979
119,22442
119,12570
119,32346
119,23527
119,25752
119,19936
119,8440
119,10450
119,29055
119,13058
119,23112
119,35822
119,16080
119,13790
119,2806
119,6031
119,29075
119,24743
119,23283
119,28777
119,36819
119,21081
119,14228
119,5754
119,34402
119,31170
119,35968
119,2096
119,31890
119,4793
119,36578
119,31764
119,21664
119,5080
119,3537
119,33193
119,10194
119,2410
119,12885
119,26958
119,5224
119,21406
119,18558
119,5629
119,16578
119,31115
119,31197
119,5879
119,5366
119,34785
119,18043
119,30483
119,27803
119,34399
119,33222
119,31725
119,73
120,23589
120,27072
120,22321
120,9455
120,25102
120,937
120,31890
120,3131
120,11018
120,17787
120,13789
120,18035
121,36339
121,26699
121,5629
122,17617
122,13024
124,5210
124,21425
124,29741
124,18163
124,8141
124,6307
125,7037
125,7622
125,25291
125,27803
125,35335
125,33970
125,27048
125,10407
125,28005
126,35417
126,23733
126,14954
126,31354
126,16639
127,910
129,16475
129,29589
129,3658
129,4350
129,34456
129,37161
129,1619
130,15990
131,22504
131,34696
131,34935
131,23491
131,11227
131,23591
131,19351
131,19605
131,15074
131,27951
131,22832
131,27803
131,35762
131,13553
131,18163
131,35008
30936,8245
34227,31126
134,21901
134,33303
134,4569
134,25477
134,25907
134,9006
134,19656
134,33029
135,18163
136,8637
136,23430
136,27424
32362,35088
32362,31247
32362,14063
32362,31064
32362,16392
32362,32600
32362,32206
32362,26223
32362,23617
32362,28465
32362,18682
138,6137
26996,1789
139,19217
139,9428
139,10840
139,30002
139,35590
139,23013
140,5194
140,16336
140,2683
140,19483
140,8716
140,27196
140,28940
140,35734
140,24040
140,5506
140,15814
140,6134
140,37471
140,11010
140,29886
140,33995
140,6716
140,3210
140,5907
141,7123
141,18786
141,34992
141,34074
141,12699
141,18866
141,37471
141,31890
141,9775
141,31248
141,6997
142,1726
143,3624
143,9051
143,2315
143,12509
143,3658
143,26343
143,2590
146,23534
146,37682
148,26499
149,9834
150,974
150,3027
151,32729
151,22888
153,31890
154,36909
155,14954
155,37134
156,7710
156,32936
156,26007
156,28957
156,25844
156,33366
156,26734
157,30468
157,35926
157,34840
157,31890
157,13910
158,16498
158,5673
159,13421
159,9721
159,2796
159,1877
159,29023
159,19675
159,25143
159,19222
159,12894
159,31219
159,32914
159,35158
159,22932
159,13833
159,20193
159,298
159,28077
159,2601
159,32509
159,4948
159,28474
159,34075
159,35211
159,23453
159,30650
159,8903
159,19981
159,27631
159,16042
159,27803
159,31131
159,28603
159,9042
159,11537
159,13413
159,260
159,16567
159,12963
159,11394
159,15321
159,3293
159,29598
159,31192
159,37522
159,22881
159,16021
159,11182
159,10179
159,18785
159,17010
159,26918
159,232
159,33678
159,31802
159,2729
26579,6295
26579,16101
26579,29391
26579,22545
26579,31713
162,29655
162,6957
162,37471
162,11288
163,15520
164,27803
164,5817
165,20380
165,12356
168,25630
168,7104
168,17850
168,26662
168,29421
168,16390
168,19619
168,12650
168,31890
168,30465
168,18263
168,31695
168,9819
168,37350
168,2376
169,31126
170,32580
35714,20095
35714,35008
172,36771
173,10427
173,18163
174,10323
174,4426
174,33469
175,19063
175,7710
175,19096
175,27824
175,24181
175,16119
175,33029
175,2328
175,30199
175,29193
175,35773
175,9051
175,3712
175,393
175,27803
175,15156
175,3306
176,22110
177,27685
178,14242
178,1551
178,25477
178,17576
178,20581
6094,4021
6094,34114
6094,35773
6094,11732
6094,25286
6094,32707
6094,5402
6094,24993
6094,7979
6094,2472
6094,12613
6094,23555
6094,29715
6094,7435
6094,13063
6094,19253
6094,20506
6094,13365
6094,1212
6094,1070
6094,33463
6094,31141
6094,31089
6094,16275
6094,33216
6094,19426
6094,5772
6094,26415
6094,30403
6094,34429
6094,2309
6094,5479
6094,23664
6094,9407
6094,2129
6094,35311
6094,21432
6094,16095
6094,7360
6094,21441
6094,20610
6094,14003
6094,33736
6094,21411
6094,5367
6094,13379
6094,23050
6094,27803
6094,33069
6094,27022
180,27803
180,36652
181,23853
181,7339
181,13663
181,36628
181,25177
181,23879
181,32415
181,18410
181,6907
181,12136
182,14352
182,32191
182,16859
182,37678
182,7195
182,14045
182,18211
182,28610
182,6968
182,29701
183,10109
185,23589
185,2273
185,24334
185,22353
185,31304
185,15191
185,19111
185,15074
185,5629
185,27803
185,11242
185,35171
185,36909
185,29975
186,31278
6095,349
188,29574
190,25152
190,26506
190,16390
190,18709
190,35688
191,8054
192,15429
192,9892
192,22832
192,23491
192,28307
192,11051
192,35773
192,31783
193,19888
193,3153
193,37444
193,13598
193,28288
193,6945
193,23767
194,5361
194,36628
194,18945
194,34385
194,5128
194,11723
194,18381
194,22881
194,29188
194,11081
194,27803
194,18339
194,23838
194,27692
195,19962
1163,35794
1163,25509
1163,33671
197,7105
197,7106
197,24552
197,11335
197,86
197,4793
197,18263
197,11273
197,34198
197,1853
197,23008
197,37433
197,16268
197,1575
197,19769
197,35773
197,22650
197,6631
197,33804
197,29239
198,32197
199,27803
199,11242
200,34207
200,23527
200,8461
200,30199
201,29979
201,35773
201,3438
201,2275
201,19006
201,11051
201,11038
201,22782
201,22862
201,11119
201,27043
201,23727
201,36718
201,30544
201,31133
201,26801
201,26516
201,27231
203,14381
203,27803
203,19772
203,16496
203,34449
203,10574
205,26110
205,37289
205,28944
205,2078
205,13413
205,17099
207,5629
208,6965
208,14094
208,29526
208,24789
208,21508
209,20063
212,7825
212,31890
213,37289
213,36289
213,10595
213,37682
215,8979
215,19253
215,27928
215,21397
216,9166
216,5124
216,12513
216,28595
216,28388
217,37206
27273,3664
27273,30449
27273,18331
27273,8148
27273,32714
27273,27067
27273,14242
27273,1356
27273,25434
27273,22218
27273,29218
27273,19222
27273,18183
27273,27803
27273,35456
27273,31106
27273,32821
27273,1295
27273,15192
218,6044
218,7712
218,17099
218,6544
218,1632
218,588
218,18745
218,24031
218,27202
218,8321
218,20321
218,4972
218,20100
218,27803
218,6149
218,16916
219,15554
219,33216
219,25279
219,21881
219,24472
219,20638
219,5859
219,24125
219,33837
219,32129
219,23008
219,16843
219,2316
219,12613
219,23903
219,24969
219,5009
219,9547
219,11051
222,26810
222,31278
222,11105
223,14249
223,27803
223,10688
223,19253
223,13022
27532,13594
27532,19253
27532,15460
27532,8191
27532,15980
27532,23991
27532,13638
27532,3160
27532,22299
27532,19890
27532,19441
27532,36837
27532,18035
27532,30232
27532,20124
224,31126
224,2635
224,32415
224,12034
225,10595
226,27803
226,33671
226,29696
227,20854
227,8330
227,33338
227,13245
228,16631
228,10510
228,14198
228,36239
228,4422
228,20294
228,18163
228,26823
228,33856
230,24830
230,30956
230,73
230,17854
230,27824
230,33128
230,31890
230,1852
230,13365
230,33952
230,11051
230,7317
965,35332
965,6084
965,25510
965,33247
965,31616
965,32112
965,29560
965,28574
965,18486
965,8142
965,35236
232,8582
232,14018
232,13663
232,19905
232,31969
232,30332
232,35253
232,2075
232,6308
232,9678
232,35599
232,37289
232,28603
233,33020
233,14680
233,18747
234,13303
34030,4905
34030,28957
34030,17010
236,18135
236,28957
236,36209
238,36652
18395,73
18395,2495
18395,33643
18395,16119
18395,33546
240,34402
240,13833
240,12903
240,30101
240,15258
240,21376
240,11850
240,23458
240,35032
240,16483
240,27803
240,36539
240,22151
240,31119
240,9688
240,2375
241,28118
241,9008
241,18751
242,16600
242,29982
242,10281
242,31384
242,18274
242,21142
243,34169
243,11379
243,18459
34271,7274
34271,2773
244,33780
244,31890
244,19384
244,33630
244,34026
245,19416
246,31126
246,33127
246,13728
246,31890
246,9210
246,8635
248,24131
248,33988
6104,20177
6104,10568
6104,35773
6104,31890
250,7027
250,19302
250,35773
6105,9945
6105,18163
6105,3922
252,36426
254,4411
254,31890
254,7442
255,2706
255,37458
255,4730
255,29462
255,20173
256,14814
257,8008
257,35773
258,31516
258,14296
259,32509
259,506
18401,2262
24539,24140
262,27803
262,19222
262,22321
36180,24668
36180,11948
263,3138
263,28957
264,31890
264,35773
264,27803
264,21864
264,21693
264,20854
264,1840
265,73
265,2308
265,30834
265,3712
265,19389
266,13447
266,26770
266,35051
266,20517
267,23449
268,27803
269,31336
269,27780
269,37150
269,17128
269,15131
269,27803
269,33273
269,17010
270,25113
270,1013
272,19222
272,27803
272,32587
272,11748
273,34427
273,31497
273,10595
273,35876
273,18163
273,31890
273,36164
273,18638
274,10184
274,10001
275,107
276,15554
276,27843
277,27671
277,20961
277,25958
277,31890
277,18562
277,35116
277,32686
277,25364
277,34020
277,33410
277,983
277,23838
277,21145
277,22832
277,32661
277,18035
277,35008
278,10896
278,24830
278,16263
278,8441
278,19222
278,18751
278,33128
278,26946
279,3491
279,29911
280,16765
34791,27803
34791,34114
34791,30199
34791,20433
34791,35008
34791,22832
282,20191
282,27941
282,27450
282,9753
282,37289
282,12404
282,11344
282,33423
283,17717
284,17926
284,14242
284,29421
27608,14003
27608,1841
27608,20972
287,2397
288,4088
288,36540
4818,9721
4818,10854
4818,29819
4818,1017
4818,35955
4818,33671
4818,19670
4818,12062
4818,28490
4818,1631
4818,14696
4818,8011
4818,12748
4818,5673
4818,27518
4818,35474
4818,27803
4818,28398
4818,28144
4818,20698
33064,12336
33064,10772
33064,22843
33064,17871
33064,35521
33064,27803
33064,166
33064,27088
292,1640
12247,27803
12247,19981
12247,1037
12247,4088
294,19222
294,18775
295,4796
296,12686
296,11373
296,5076
296,8324
296,25288
296,18598
296,31928
296,21002
296,35208
296,26409
296,11283
296,35807
297,29979
297,9102
297,17580
297,24729
297,3597
297,22782
297,25225
298,24718
298,24759
298,29331
298,13883
298,20231
298,30756
298,6988
298,5628
298,34597
298,32215
298,27803
298,13761
298,14924
298,32687
298,14189
298,8328
298,18969
298,23840
299,36468
300,15862
300,10761
300,36957
301,17318
301,5907
302,31126
302,20363
302,10595
303,31687
303,27803
303,3887
303,10693
303,35061
303,11536
303,21461
305,24830
305,24402
305,18567
305,35773
305,32726
307,11768
307,11439
307,27656
308,35152
308,363
308,12653
308,15757
308,35949
308,184
308,20598
308,17395
308,12231
308,18418
308,37161
308,25999
308,3980
308,24347
308,34989
308,538
308,5629
308,29388
308,15412
308,20303
308,32138
308,4293
308,7714
308,20910
308,3123
308,3789
308,7446
308,12908
308,17515
308,10528
308,32961
308,4193
308,13504
308,2285
308,22669
308,36720
308,18318
308,34849
308,34058
308,29271
308,4007
308,31914
308,36788
308,30429
308,31659
308,23676
308,26003
308,5903
309,10266
309,31917
309,22666
309,6578
309,27803
309,3747
309,37139
309,23823
30965,22553
30965,26982
30965,35137
30965,25564
30965,18701
30965,31553
30965,11707
30965,11814
30965,23005
30965,34256
30965,23509
30965,18892
30965,25812
30965,27739
30965,25967
30965,33614
30965,12168
311,974
311,31917
311,2397
311,925
311,3712
311,1979
311,9008
311,35773
311,6554
311,22564
313,5580
314,974
314,11271
314,9051
314,32082
314,14800
314,27895
314,20932
314,35828
316,6554
316,37107
316,12803
317,37454
318,28975
318,23680
318,36743
318,31890
319,34062
319,19253
319,36652
319,20434
319,22321
320,26238
320,29687
320,17030
320,7195
320,31369
320,22326
320,21153
320,11977
320,4497
320,641
321,22666
321,37043
321,27302
321,15191
321,27233
321,10415
321,12752
321,5696
321,35008
321,8578
321,18114
321,5490
321,9008
321,21689
321,14098
321,3712
321,20024
321,19222
321,27803
321,6229
321,15750
321,2431
322,30136
322,31920
323,6631
323,1204
323,23838
323,11961
6115,17651
6115,23204
325,7363
325,3491
325,20505
326,10916
326,32761
326,4035
326,25575
326,13836
326,680
326,31659
326,5497
326,9837
326,10568
326,35186
326,15110
326,31404
326,35513
326,8723
326,31714
326,1295
326,9008
327,15291
327,30002
327,27931
328,10742
328,31890
328,14063
329,21339
330,32877
331,14954
333,22294
333,18277
333,5044
333,27419
333,7631
334,23783
335,8611
335,12582
335,37043
335,24616
335,22666
335,26026
335,27302
335,25584
335,15191
335,36063
335,7835
335,36652
335,31987
335,3712
335,20854
335,13656
336,13638
336,4497
337,27223
337,6686
337,37627
337,29421
337,22994
337,32451
337,15191
337,3121
337,20236
337,19392
337,6424
337,25610
337,25630
337,16086
337,2806
337,26911
337,12498
337,24155
337,27803
337,29082
337,27282
337,32030
337,7942
337,3881
338,9065
338,27803
338,37346
338,23228
338,7317
338,14902
339,3352
339,32876
339,18945
339,12968
339,30878
340,21376
340,31890
341,20554
341,33603
341,15156
342,73
342,33410
342,34326
344,27803
345,33671
345,36731
345,33162
345,4204
345,31890
345,11081
347,25062
348,26604
348,28118
350,17430
351,73
351,26732
351,35773
351,10914
351,19138
352,26556
352,32539
352,28639
352,19253
352,13638
352,7411
352,35284
352,20506
352,27803
352,30235
24555,1526
24555,14954
24555,18163
358,4076
358,7424
358,10100
359,13122
359,3827
359,22259
359,35452
360,18362
360,21375
360,15528
360,32530
360,34467
360,15806
360,4094
360,34676
360,32404
360,34443
360,31838
360,16347
360,25318
360,18200
360,981
360,25259
360,5358
360,2425
360,22882
360,25166
360,12498
360,901
360,31325
361,4360
361,23589
361,31890
361,31772
362,27370
362,73
362,33643
362,6511
362,3388
362,31630
363,16276
363,14036
363,33029
364,30339
364,36289
364,22539
364,22642
364,22668
364,31890
364,2035
364,1030
364,8054
364,33383
364,6790
364,24574
364,9198
364,16321
364,17732
364,1906
364,34349
364,10595
364,28602
364,15734
364,14648
364,28429
364,17976
364,4074
364,14954
364,35008
364,21851
364,12505
32480,30624
32480,7181
32480,16731
367,16128
368,29055
368,3922
368,31890
368,9021
368,17600
368,31018
368,12988
368,9092
368,26569
368,25454
368,13598
369,16631
370,17792
371,33128
372,33029
373,23907
374,31890
374,20583
376,23588
376,12732
376,19765
376,22216
376,4978
376,1096
376,17792
376,29715
376,23279
376,37351
376,35175
376,37584
376,20040
377,6187
378,10434
378,11921
378,6486
378,15472
378,27082
378,1095
378,16119
378,16167
378,31630
378,25907
378,19845
378,34861
378,30889
378,19222
378,1801
378,10397
378,14814
378,22442
378,35681
378,29454
379,2837
379,1748
380,28217
381,30861
382,27803
383,31379
383,16631
383,3887
383,29382
383,28122
383,28075
383,33671
383,31292
383,33029
383,10589
383,37346
383,1280
383,31121
383,11446
383,1265
383,12857
383,6635
383,13761
383,2347
383,14484
383,13647
384,13638
384,33204
386,9887
386,15680
386,14528
387,12585
387,5264
388,33371
388,1607
388,11051
388,32876
388,37193
388,7210
388,15191
388,15806
388,26146
388,35008
2309,34804
2309,2834
2309,21819
2309,22232
2309,20368
2309,1092
390,10933
392,25495
393,23589
393,15755
393,10243
393,34970
393,5994
393,26974
393,30863
393,18876
393,35075
393,31890
393,17486
393,26638
393,35633
393,13028
393,22110
393,28671
393,5457
393,21462
393,22019
393,4302
393,6645
393,35970
393,33920
393,403
393,24347
393,22491
393,27589
393,15591
393,8379
393,30235
393,5506
393,23793
393,10689
393,5045
393,11010
393,21375
393,33995
393,7317
393,33303
393,35365
393,33367
394,7251
394,21659
395,19229
397,2152
397,31917
397,28593
397,13883
397,2397
397,10830
33739,1500
33739,11354
33739,730
33739,33303
33739,37140
30981,13641
30981,24552
30981,15191
36681,29114
36681,3125
36681,19988
36681,19682
36681,15590
36681,907
36681,10803
36681,14305
36681,6574
2375,18558
2375,35560
2375,16063
2375,23922
2375,15434
2375,7395
2375,18946
2375,23529
2375,14619
2375,9042
2375,2715
2375,32926
2375,3370
2375,13877
2375,14631
2375,5636
2375,19155
2375,28212
2375,15567
2375,14980
2375,14063
2375,21973
2375,33671
2375,3860
2375,30658
2375,7675
2375,26682
2375,35032
2375,15816
2375,32346
2375,11083
2375,13653
2375,35882
2375,5813
400,31890
400,23008
401,22074
401,24718
401,33416
401,13773
401,28754
401,28294
401,2442
401,1858
401,19222
401,25098
401,26569
401,9266
12330,32760
12330,36289
12330,24764
22833,25166
22833,29187
22833,31890
403,4021
403,17286
403,29052
403,16463
403,16182
403,9666
403,22994
403,3829
403,557
403,15530
403,29369
403,18932
403,19392
403,19222
403,13365
403,5964
404,20236
404,25630
404,27803
406,17903
408,13638
408,35773
408,18163
408,2635
408,3633
409,29896
409,34242
409,8396
409,2177
411,18945
411,25669
411,33197
411,21376
411,18274
411,35867
411,30016
411,5315
411,18318
411,4128
411,3394
412,15241
412,21816
412,20403
412,7891
412,3578
412,17620
32984,31890
32984,10595
413,10827
413,16174
413,10101
413,27803
413,35128
413,16044
413,16823
413,24718
414,22130
414,4197
414,14003
415,26556
415,15183
29981,13882
416,18200
416,4796
24567,29078
24567,8583
24567,32506
24567,33338
24567,22522
24567,27173
24567,18945
418,33029
418,35899
418,35773
418,31890
418,33940
419,6026
420,10528
420,6704
420,20259
420,8394
420,29805
420,18123
420,37682
423,16263
423,3103
423,31352
423,32579
423,31890
425,22504
425,11534
425,7818
425,23589
425,28782
425,31505
425,15731
425,24376
425,26701
425,13638
425,36201
425,452
425,31890
425,22666
425,33988
425,12643
425,16469
425,28217
425,15750
425,6729
426,35706
426,13554
426,27013
426,22881
426,30301
426,36126
427,26320
427,5642
428,1997
429,35942
37402,15405
37402,14565
37402,10440
37402,9051
430,1280
430,27933
430,25128
430,26827
430,27047
430,18881
431,2774
431,3990
431,10595
432,29593
432,1191
432,2836
432,21816
432,25062
432,24490
432,20931
432,13472
432,17807
432,708
432,25812
432,36070
432,33303
433,20024
433,1333
433,6541
433,2273
433,7847
433,35590
433,21090
434,6760
436,24207
436,24810
2627,7834
2627,31450
2627,27160
439,14666
439,23664
439,1723
439,28310
440,20589
440,24830
440,9447
440,1085
440,3182
440,36665
440,36586
440,11227
440,19711
440,18035
440,23838
440,34713
440,29876
440,33128
440,10830
440,33134
440,15669
440,33054
440,37094
440,2316
440,13838
440,73
440,852
440,29850
441,8271
441,5629
442,25796
442,17740
442,26303
443,5191
443,21143
444,32936
444,24830
444,29876
444,73
444,3761
444,15191
444,14586
444,33643
444,15074
444,30214
444,23664
444,1949
444,31114
445,35773
445,35523
445,5629
445,30596
446,15643
446,34747
446,3922
447,13083
447,23589
447,7075
447,36581
447,25010
447,35773
447,19222
448,19253
448,27803
448,35358
449,22642
450,23379
450,2330
450,35403
450,27803
450,23434
450,5290
450,14026
450,36250
450,15191
450,35786
450,31004
450,24662
451,3019
451,3398
451,35876
451,22353
452,26007
452,18100
452,19669
452,6691
452,19633
452,32369
452,20173
452,30537
452,20748
452,10568
452,36288
452,20047
452,6134
452,19224
452,5007
452,25752
452,8708
452,34734
452,9278
452,15906
452,9006
452,33956
452,30492
452,2811
452,12122
452,25334
452,34390
452,25185
452,15266
452,4200
452,7317
452,3676
452,16118
452,8333
452,35211
452,22248
452,16390
452,10689
452,23604
452,814
452,33075
452,7201
452,2361
452,33501
452,17900
452,22442
452,20581
452,20631
452,31255
452,1821
452,32714
452,21270
452,23780
452,6804
452,31141
452,24663
452,10761
452,22881
452,32097
452,3712
452,19358
452,36568
452,30861
452,9780
452,30706
452,32016
2728,15143
2728,3491
2728,27903
2728,5188
2728,22341
2728,34856
454,2432
455,24180
455,10182
455,36628
456,13856
456,21036
456,2481
457,3624
457,36608
457,6344
457,18199
457,34988
457,10271
457,12574
457,27128
457,30587
457,3632
458,30762
458,36272
458,22353
458,3712
458,3306
458,27803
458,36799
458,36744
459,10450
459,2475
459,26958
459,18562
459,19222
459,37305
459,31102
461,556
463,24830
463,27438
463,35773
463,19222
463,12444
463,36790
463,16119
464,20168
466,3797
466,15906
466,37200
466,30199
466,31170
466,36298
467,17677
467,5629
467,26086
467,37346
468,31890
469,28517
469,16043
469,11070
469,20854
469,19264
469,24460
469,3578
36231,31771
36231,30158
36231,26003
36231,893
36231,7960
36231,15192
36231,22782
473,685
473,23978
473,4891
473,18199
473,6228
473,19155
473,1501
473,25359
473,31325
473,26895
474,12124
475,36978
475,27695
476,36468
478,21262
479,34908
479,7495
479,561
479,23167
479,10543
479,34378
479,36428
480,29982
480,25767
480,9955
480,32415
480,23433
480,31890
480,7835
480,31126
480,19645
480,33988
480,7740
480,12859
480,11279
481,21411
481,5366
481,36548
481,18983
481,30791
481,3658
481,21217
482,17114
482,13647
482,25678
485,5629
486,3053
486,11561
488,36289
489,16752
490,2635
490,9395
490,31890
490,15902
490,10595
491,33571
491,31890
491,19222
491,1095
491,16451
491,34114
491,1167
492,2714
492,27803
492,3822
492,36652
492,29397
492,14003
492,12299
492,33671
494,18394
494,29498
494,7412
494,6862
494,10882
494,24130
494,6872
494,13773
494,9691
494,21983
494,22312
494,23563
494,9825
494,12630
494,37138
494,631
494,24395
494,35514
494,21776
494,30163
494,18418
494,35388
494,8020
494,7459
494,8024
494,12653
494,1795
494,5765
